"population","demographic_group","indicator","survey_year","value","indicator_type"
children,Total European/Other,Exclusively breastfed until 6+ months,2021,8.5,Other
children,Total Northern,Exclusively breastfed until 6+ months,2021,7.1,Other
children,Total Midland,Exclusively breastfed until 6+ months,2021,7.2,Other
children,Total Central,Exclusively breastfed until 6+ months,2021,4.3,Other
children,Total South Island,Exclusively breastfed until 6+ months,2021,22.9,Other
children,Māori boys,Exclusively breastfed until 6+ months,2021,13.8,Other
children,Māori girls,Exclusively breastfed until 6+ months,2021,11.8,Other
children,Pacific boys,Exclusively breastfed until 6+ months,2021,,Other
children,Pacific girls,Exclusively breastfed until 6+ months,2021,27.0,Other
children,Asian boys,Exclusively breastfed until 6+ months,2021,9.5,Other
children,Asian girls,Exclusively breastfed until 6+ months,2021,9.0,Other
children,European/Other boys,Exclusively breastfed until 6+ months,2021,10.5,Other
children,European/Other girls,Exclusively breastfed until 6+ months,2021,6.4,Other
children,Northern boys,Exclusively breastfed until 6+ months,2021,6.4,Other
children,Midland boys,Exclusively breastfed until 6+ months,2021,14.6,Other
children,Central boys,Exclusively breastfed until 6+ months,2021,,Other
children,South Island boys,Exclusively breastfed until 6+ months,2021,22.4,Other
children,Northern girls,Exclusively breastfed until 6+ months,2021,7.9,Other
children,Midland girls,Exclusively breastfed until 6+ months,2021,,Other
children,Central girls,Exclusively breastfed until 6+ months,2021,7.8,Other
children,South Island girls,Exclusively breastfed until 6+ months,2021,23.5,Other
children,Total,Exclusively breastfed until 4+ months,2021,52.3,Other
children,Boys,Exclusively breastfed until 4+ months,2021,56.4,Other
children,Girls,Exclusively breastfed until 4+ months,2021,48.0,Other
children,"4 months-4 years",Exclusively breastfed until 4+ months,2021,52.3,Other
children,Total Māori,Exclusively breastfed until 4+ months,2021,48.6,Other
children,Total Pacific,Exclusively breastfed until 4+ months,2021,68.1,Other
children,Total Asian,Exclusively breastfed until 4+ months,2021,58.6,Other
children,Total European/Other,Exclusively breastfed until 4+ months,2021,51.3,Other
children,Total Northern,Exclusively breastfed until 4+ months,2021,60.1,Other
children,Total Midland,Exclusively breastfed until 4+ months,2021,33.9,Other
children,Total Central,Exclusively breastfed until 4+ months,2021,47.0,Other
children,Total South Island,Exclusively breastfed until 4+ months,2021,55.8,Other
children,Māori boys,Exclusively breastfed until 4+ months,2021,54.0,Other
children,Māori girls,Exclusively breastfed until 4+ months,2021,42.3,Other
children,Pacific boys,Exclusively breastfed until 4+ months,2021,,Other
children,Pacific girls,Exclusively breastfed until 4+ months,2021,69.5,Other
children,Asian boys,Exclusively breastfed until 4+ months,2021,46.5,Other
children,Asian girls,Exclusively breastfed until 4+ months,2021,71.3,Other
children,European/Other boys,Exclusively breastfed until 4+ months,2021,60.5,Other
children,European/Other girls,Exclusively breastfed until 4+ months,2021,41.5,Other
children,Northern boys,Exclusively breastfed until 4+ months,2021,61.3,Other
children,Midland boys,Exclusively breastfed until 4+ months,2021,48.4,Other
children,Central boys,Exclusively breastfed until 4+ months,2021,47.4,Other
children,South Island boys,Exclusively breastfed until 4+ months,2021,62.6,Other
children,Northern girls,Exclusively breastfed until 4+ months,2021,59.0,Other
children,Midland girls,Exclusively breastfed until 4+ months,2021,21.6,Other
children,Central girls,Exclusively breastfed until 4+ months,2021,46.5,Other
children,South Island girls,Exclusively breastfed until 4+ months,2021,48.8,Other
children,Total,Solid food before 4 months,2021,5.6,Other
children,Boys,Solid food before 4 months,2021,4.6,Other
children,Girls,Solid food before 4 months,2021,6.7,Other
children,"4 months-4 years",Solid food before 4 months,2021,5.6,Other
children,Total Māori,Solid food before 4 months,2021,10.1,Other
children,Total Pacific,Solid food before 4 months,2021,4.0,Other
children,Total Asian,Solid food before 4 months,2021,2.9,Other
children,Total European/Other,Solid food before 4 months,2021,6.2,Other
children,Total Northern,Solid food before 4 months,2021,2.0,Other
children,Total Midland,Solid food before 4 months,2021,6.1,Other
children,Total Central,Solid food before 4 months,2021,13.4,Other
children,Total South Island,Solid food before 4 months,2021,5.1,Other
children,Māori boys,Solid food before 4 months,2021,6.9,Other
children,Māori girls,Solid food before 4 months,2021,13.6,Other
children,Pacific boys,Solid food before 4 months,2021,,Other
children,Pacific girls,Solid food before 4 months,2021,4.0,Other
children,Asian boys,Solid food before 4 months,2021,1.8,Other
children,Asian girls,Solid food before 4 months,2021,4.0,Other
children,European/Other boys,Solid food before 4 months,2021,6.1,Other
children,European/Other girls,Solid food before 4 months,2021,6.3,Other
children,Northern boys,Solid food before 4 months,2021,,Other
children,Midland boys,Solid food before 4 months,2021,2.6,Other
children,Central boys,Solid food before 4 months,2021,11.7,Other
children,South Island boys,Solid food before 4 months,2021,4.1,Other
children,Northern girls,Solid food before 4 months,2021,2.6,Other
children,Midland girls,Solid food before 4 months,2021,9.1,Other
children,Central girls,Solid food before 4 months,2021,16.1,Other
children,South Island girls,Solid food before 4 months,2021,6.2,Other
children,Total,Solid food before 6 months,2021,43.4,Other
children,Boys,Solid food before 6 months,2021,44.2,Other
children,Girls,Solid food before 6 months,2021,42.6,Other
children,"6 months-4 years",Solid food before 6 months,2021,43.4,Other
children,Total Māori,Solid food before 6 months,2021,46.2,Other
children,Total Pacific,Solid food before 6 months,2021,20.0,Other
children,Total Asian,Solid food before 6 months,2021,39.5,Other
children,Total European/Other,Solid food before 6 months,2021,47.1,Other
children,Total Northern,Solid food before 6 months,2021,35.2,Other
children,Total Midland,Solid food before 6 months,2021,49.1,Other
children,Total Central,Solid food before 6 months,2021,53.2,Other
children,Total South Island,Solid food before 6 months,2021,45.6,Other
children,Māori boys,Solid food before 6 months,2021,46.2,Other
children,Māori girls,Solid food before 6 months,2021,46.3,Other
children,Pacific boys,Solid food before 6 months,2021,,Other
children,Pacific girls,Solid food before 6 months,2021,20.8,Other
children,Asian boys,Solid food before 6 months,2021,41.2,Other
children,Asian girls,Solid food before 6 months,2021,37.8,Other
children,European/Other boys,Solid food before 6 months,2021,44.5,Other
children,European/Other girls,Solid food before 6 months,2021,49.9,Other
children,Northern boys,Solid food before 6 months,2021,33.8,Other
children,Midland boys,Solid food before 6 months,2021,42.6,Other
children,Central boys,Solid food before 6 months,2021,58.1,Other
children,South Island boys,Solid food before 6 months,2021,48.7,Other
children,Northern girls,Solid food before 6 months,2021,36.7,Other
children,Midland girls,Solid food before 6 months,2021,54.6,Other
children,Central girls,Solid food before 6 months,2021,45.3,Other
children,South Island girls,Solid food before 6 months,2021,42.2,Other
adults,Total,"Good, very good, or excellent self-rated health",2021,88.0,Other
adults,Men,"Good, very good, or excellent self-rated health",2021,88.2,Other
adults,Women,"Good, very good, or excellent self-rated health",2021,87.7,Other
adults,"15-24","Good, very good, or excellent self-rated health",2021,91.2,Other
adults,"25-34","Good, very good, or excellent self-rated health",2021,88.3,Other
adults,"35-44","Good, very good, or excellent self-rated health",2021,88.6,Other
adults,"45-54","Good, very good, or excellent self-rated health",2021,87.1,Other
adults,"55-64","Good, very good, or excellent self-rated health",2021,85.5,Other
adults,"65-74","Good, very good, or excellent self-rated health",2021,87.6,Other
adults,"75+","Good, very good, or excellent self-rated health",2021,86.5,Other
adults,Total Māori,"Good, very good, or excellent self-rated health",2021,80.5,Other
adults,Total Pacific,"Good, very good, or excellent self-rated health",2021,84.1,Other
adults,Total Asian,"Good, very good, or excellent self-rated health",2021,91.5,Other
adults,Total European/Other,"Good, very good, or excellent self-rated health",2021,88.2,Other
adults,Total Northern,"Good, very good, or excellent self-rated health",2021,87.4,Other
adults,Total Midland,"Good, very good, or excellent self-rated health",2021,86.7,Other
adults,Total Central,"Good, very good, or excellent self-rated health",2021,87.6,Other
adults,Total South Island,"Good, very good, or excellent self-rated health",2021,90.0,Other
adults,Māori men,"Good, very good, or excellent self-rated health",2021,81.1,Other
adults,Māori women,"Good, very good, or excellent self-rated health",2021,80.0,Other
adults,Pacific men,"Good, very good, or excellent self-rated health",2021,83.2,Other
adults,Pacific women,"Good, very good, or excellent self-rated health",2021,84.9,Other
adults,Asian men,"Good, very good, or excellent self-rated health",2021,91.0,Other
adults,Asian women,"Good, very good, or excellent self-rated health",2021,92.1,Other
adults,European/Other men,"Good, very good, or excellent self-rated health",2021,88.5,Other
adults,European/Other women,"Good, very good, or excellent self-rated health",2021,87.9,Other
adults,Northern men,"Good, very good, or excellent self-rated health",2021,86.7,Other
adults,Midland men,"Good, very good, or excellent self-rated health",2021,87.0,Other
adults,Central men,"Good, very good, or excellent self-rated health",2021,86.3,Other
adults,South Island men,"Good, very good, or excellent self-rated health",2021,92.5,Other
adults,Northern women,"Good, very good, or excellent self-rated health",2021,88.0,Other
adults,Midland women,"Good, very good, or excellent self-rated health",2021,86.5,Other
adults,Central women,"Good, very good, or excellent self-rated health",2021,88.9,Other
adults,South Island women,"Good, very good, or excellent self-rated health",2021,87.1,Other
adults,Total Non-disabled,"Good, very good, or excellent self-rated health",2021,90.6,Other
adults,Total Disabled,"Good, very good, or excellent self-rated health",2021,62.0,Other
adults,Non-disabled men,"Good, very good, or excellent self-rated health",2021,90.5,Other
adults,Disabled men,"Good, very good, or excellent self-rated health",2021,64.4,Other
adults,Non-disabled women,"Good, very good, or excellent self-rated health",2021,90.6,Other
adults,Disabled women,"Good, very good, or excellent self-rated health",2021,59.9,Other
adults,Total,Poor or fair self-rated health,2021,12.0,Other
adults,Men,Poor or fair self-rated health,2021,11.8,Other
adults,Women,Poor or fair self-rated health,2021,12.3,Other
adults,"15-24",Poor or fair self-rated health,2021,8.8,Other
adults,"25-34",Poor or fair self-rated health,2021,11.7,Other
adults,"35-44",Poor or fair self-rated health,2021,11.4,Other
adults,"45-54",Poor or fair self-rated health,2021,12.9,Other
adults,"55-64",Poor or fair self-rated health,2021,14.5,Other
adults,"65-74",Poor or fair self-rated health,2021,12.4,Other
adults,"75+",Poor or fair self-rated health,2021,13.5,Other
adults,Total Māori,Poor or fair self-rated health,2021,19.5,Other
adults,Total Pacific,Poor or fair self-rated health,2021,15.9,Other
adults,Total Asian,Poor or fair self-rated health,2021,8.5,Other
adults,Total European/Other,Poor or fair self-rated health,2021,11.8,Other
adults,Total Northern,Poor or fair self-rated health,2021,12.6,Other
adults,Total Midland,Poor or fair self-rated health,2021,13.3,Other
adults,Total Central,Poor or fair self-rated health,2021,12.4,Other
adults,Total South Island,Poor or fair self-rated health,2021,10.0,Other
adults,Māori men,Poor or fair self-rated health,2021,18.9,Other
adults,Māori women,Poor or fair self-rated health,2021,20.0,Other
adults,Pacific men,Poor or fair self-rated health,2021,16.8,Other
adults,Pacific women,Poor or fair self-rated health,2021,15.1,Other
adults,Asian men,Poor or fair self-rated health,2021,9.0,Other
adults,Asian women,Poor or fair self-rated health,2021,7.9,Other
adults,European/Other men,Poor or fair self-rated health,2021,11.5,Other
adults,European/Other women,Poor or fair self-rated health,2021,12.1,Other
adults,Northern men,Poor or fair self-rated health,2021,13.3,Other
adults,Midland men,Poor or fair self-rated health,2021,13.0,Other
adults,Central men,Poor or fair self-rated health,2021,13.7,Other
adults,South Island men,Poor or fair self-rated health,2021,7.5,Other
adults,Northern women,Poor or fair self-rated health,2021,12.0,Other
adults,Midland women,Poor or fair self-rated health,2021,13.5,Other
adults,Central women,Poor or fair self-rated health,2021,11.1,Other
adults,South Island women,Poor or fair self-rated health,2021,12.9,Other
adults,Total Non-disabled,Poor or fair self-rated health,2021,9.4,Other
adults,Total Disabled,Poor or fair self-rated health,2021,38.0,Other
adults,Non-disabled men,Poor or fair self-rated health,2021,9.5,Other
adults,Disabled men,Poor or fair self-rated health,2021,35.6,Other
adults,Non-disabled women,Poor or fair self-rated health,2021,9.4,Other
adults,Disabled women,Poor or fair self-rated health,2021,40.1,Other
adults,Total,Self-rated health - excellent,2021,12.5,Other
adults,Men,Self-rated health - excellent,2021,13.0,Other
adults,Women,Self-rated health - excellent,2021,12.0,Other
adults,"15-24",Self-rated health - excellent,2021,13.4,Other
adults,"25-34",Self-rated health - excellent,2021,11.7,Other
adults,"35-44",Self-rated health - excellent,2021,10.0,Other
adults,"45-54",Self-rated health - excellent,2021,16.0,Other
adults,"55-64",Self-rated health - excellent,2021,11.5,Other
adults,"65-74",Self-rated health - excellent,2021,13.0,Other
adults,"75+",Self-rated health - excellent,2021,11.6,Other
adults,Total Māori,Self-rated health - excellent,2021,8.4,Other
adults,Total Pacific,Self-rated health - excellent,2021,11.7,Other
adults,Total Asian,Self-rated health - excellent,2021,12.3,Other
adults,Total European/Other,Self-rated health - excellent,2021,12.7,Other
adults,Total Northern,Self-rated health - excellent,2021,12.7,Other
adults,Total Midland,Self-rated health - excellent,2021,12.3,Other
adults,Total Central,Self-rated health - excellent,2021,11.1,Other
adults,Total South Island,Self-rated health - excellent,2021,13.5,Other
adults,Māori men,Self-rated health - excellent,2021,8.5,Other
adults,Māori women,Self-rated health - excellent,2021,8.4,Other
adults,Pacific men,Self-rated health - excellent,2021,11.8,Other
adults,Pacific women,Self-rated health - excellent,2021,11.6,Other
adults,Asian men,Self-rated health - excellent,2021,13.8,Other
adults,Asian women,Self-rated health - excellent,2021,10.6,Other
adults,European/Other men,Self-rated health - excellent,2021,12.6,Other
adults,European/Other women,Self-rated health - excellent,2021,12.8,Other
adults,Northern men,Self-rated health - excellent,2021,15.9,Other
adults,Midland men,Self-rated health - excellent,2021,13.5,Other
adults,Central men,Self-rated health - excellent,2021,10.1,Other
adults,South Island men,Self-rated health - excellent,2021,11.7,Other
adults,Northern women,Self-rated health - excellent,2021,10.0,Other
adults,Midland women,Self-rated health - excellent,2021,11.3,Other
adults,Central women,Self-rated health - excellent,2021,12.1,Other
adults,South Island women,Self-rated health - excellent,2021,15.7,Other
adults,Total Non-disabled,Self-rated health - excellent,2021,13.3,Other
adults,Total Disabled,Self-rated health - excellent,2021,5.1,Other
adults,Non-disabled men,Self-rated health - excellent,2021,14.0,Other
adults,Disabled men,Self-rated health - excellent,2021,2.7,Other
adults,Non-disabled women,Self-rated health - excellent,2021,12.5,Other
adults,Disabled women,Self-rated health - excellent,2021,7.2,Other
adults,Total,Self-rated health - very good,2021,40.8,Other
adults,Men,Self-rated health - very good,2021,40.7,Other
adults,Women,Self-rated health - very good,2021,40.9,Other
adults,"15-24",Self-rated health - very good,2021,44.3,Other
adults,"25-34",Self-rated health - very good,2021,38.3,Other
adults,"35-44",Self-rated health - very good,2021,39.1,Other
adults,"45-54",Self-rated health - very good,2021,41.0,Other
adults,"55-64",Self-rated health - very good,2021,37.0,Other
adults,"65-74",Self-rated health - very good,2021,44.0,Other
adults,"75+",Self-rated health - very good,2021,45.3,Other
adults,Total Māori,Self-rated health - very good,2021,36.2,Other
adults,Total Pacific,Self-rated health - very good,2021,30.2,Other
adults,Total Asian,Self-rated health - very good,2021,41.0,Other
adults,Total European/Other,Self-rated health - very good,2021,42.3,Other
adults,Total Northern,Self-rated health - very good,2021,40.4,Other
adults,Total Midland,Self-rated health - very good,2021,39.5,Other
adults,Total Central,Self-rated health - very good,2021,40.9,Other
adults,Total South Island,Self-rated health - very good,2021,42.3,Other
adults,Māori men,Self-rated health - very good,2021,33.9,Other
adults,Māori women,Self-rated health - very good,2021,38.4,Other
adults,Pacific men,Self-rated health - very good,2021,30.4,Other
adults,Pacific women,Self-rated health - very good,2021,30.0,Other
adults,Asian men,Self-rated health - very good,2021,44.9,Other
adults,Asian women,Self-rated health - very good,2021,36.9,Other
adults,European/Other men,Self-rated health - very good,2021,41.4,Other
adults,European/Other women,Self-rated health - very good,2021,43.1,Other
adults,Northern men,Self-rated health - very good,2021,40.1,Other
adults,Midland men,Self-rated health - very good,2021,37.2,Other
adults,Central men,Self-rated health - very good,2021,41.2,Other
adults,South Island men,Self-rated health - very good,2021,43.5,Other
adults,Northern women,Self-rated health - very good,2021,40.7,Other
adults,Midland women,Self-rated health - very good,2021,41.5,Other
adults,Central women,Self-rated health - very good,2021,40.6,Other
adults,South Island women,Self-rated health - very good,2021,40.9,Other
adults,Total Non-disabled,Self-rated health - very good,2021,43.0,Other
adults,Total Disabled,Self-rated health - very good,2021,18.6,Other
adults,Non-disabled men,Self-rated health - very good,2021,42.5,Other
adults,Disabled men,Self-rated health - very good,2021,21.0,Other
adults,Non-disabled women,Self-rated health - very good,2021,43.5,Other
adults,Disabled women,Self-rated health - very good,2021,16.6,Other
adults,Total,Self-rated health - good,2021,34.7,Other
adults,Men,Self-rated health - good,2021,34.5,Other
adults,Women,Self-rated health - good,2021,34.8,Other
adults,"15-24",Self-rated health - good,2021,33.5,Other
adults,"25-34",Self-rated health - good,2021,38.4,Other
adults,"35-44",Self-rated health - good,2021,39.4,Other
adults,"45-54",Self-rated health - good,2021,30.1,Other
adults,"55-64",Self-rated health - good,2021,37.0,Other
adults,"65-74",Self-rated health - good,2021,30.6,Other
adults,"75+",Self-rated health - good,2021,29.7,Other
adults,Total Māori,Self-rated health - good,2021,35.9,Other
adults,Total Pacific,Self-rated health - good,2021,42.2,Other
adults,Total Asian,Self-rated health - good,2021,38.2,Other
adults,Total European/Other,Self-rated health - good,2021,33.3,Other
adults,Total Northern,Self-rated health - good,2021,34.3,Other
adults,Total Midland,Self-rated health - good,2021,34.9,Other
adults,Total Central,Self-rated health - good,2021,35.6,Other
adults,Total South Island,Self-rated health - good,2021,34.1,Other
adults,Māori men,Self-rated health - good,2021,38.7,Other
adults,Māori women,Self-rated health - good,2021,33.2,Other
adults,Pacific men,Self-rated health - good,2021,40.9,Other
adults,Pacific women,Self-rated health - good,2021,43.3,Other
adults,Asian men,Self-rated health - good,2021,32.3,Other
adults,Asian women,Self-rated health - good,2021,44.6,Other
adults,European/Other men,Self-rated health - good,2021,34.5,Other
adults,European/Other women,Self-rated health - good,2021,32.0,Other
adults,Northern men,Self-rated health - good,2021,30.7,Other
adults,Midland men,Self-rated health - good,2021,36.3,Other
adults,Central men,Self-rated health - good,2021,35.0,Other
adults,South Island men,Self-rated health - good,2021,37.3,Other
adults,Northern women,Self-rated health - good,2021,37.3,Other
adults,Midland women,Self-rated health - good,2021,33.7,Other
adults,Central women,Self-rated health - good,2021,36.2,Other
adults,South Island women,Self-rated health - good,2021,30.5,Other
adults,Total Non-disabled,Self-rated health - good,2021,34.3,Other
adults,Total Disabled,Self-rated health - good,2021,38.3,Other
adults,Non-disabled men,Self-rated health - good,2021,34.0,Other
adults,Disabled men,Self-rated health - good,2021,40.7,Other
adults,Non-disabled women,Self-rated health - good,2021,34.6,Other
adults,Disabled women,Self-rated health - good,2021,36.2,Other
adults,Total,Self-rated health - fair,2021,10.0,Other
adults,Men,Self-rated health - fair,2021,9.9,Other
adults,Women,Self-rated health - fair,2021,10.0,Other
adults,"15-24",Self-rated health - fair,2021,7.5,Other
adults,"25-34",Self-rated health - fair,2021,9.9,Other
adults,"35-44",Self-rated health - fair,2021,9.6,Other
adults,"45-54",Self-rated health - fair,2021,11.0,Other
adults,"55-64",Self-rated health - fair,2021,10.3,Other
adults,"65-74",Self-rated health - fair,2021,10.8,Other
adults,"75+",Self-rated health - fair,2021,11.4,Other
adults,Total Māori,Self-rated health - fair,2021,15.1,Other
adults,Total Pacific,Self-rated health - fair,2021,12.0,Other
adults,Total Asian,Self-rated health - fair,2021,7.4,Other
adults,Total European/Other,Self-rated health - fair,2021,9.9,Other
adults,Total Northern,Self-rated health - fair,2021,10.5,Other
adults,Total Midland,Self-rated health - fair,2021,11.1,Other
adults,Total Central,Self-rated health - fair,2021,10.6,Other
adults,Total South Island,Self-rated health - fair,2021,7.8,Other
adults,Māori men,Self-rated health - fair,2021,14.7,Other
adults,Māori women,Self-rated health - fair,2021,15.5,Other
adults,Pacific men,Self-rated health - fair,2021,13.4,Other
adults,Pacific women,Self-rated health - fair,2021,10.9,Other
adults,Asian men,Self-rated health - fair,2021,8.2,Other
adults,Asian women,Self-rated health - fair,2021,6.5,Other
adults,European/Other men,Self-rated health - fair,2021,9.8,Other
adults,European/Other women,Self-rated health - fair,2021,10.0,Other
adults,Northern men,Self-rated health - fair,2021,11.9,Other
adults,Midland men,Self-rated health - fair,2021,11.0,Other
adults,Central men,Self-rated health - fair,2021,11.4,Other
adults,South Island men,Self-rated health - fair,2021,5.5,Other
adults,Northern women,Self-rated health - fair,2021,9.3,Other
adults,Midland women,Self-rated health - fair,2021,11.1,Other
adults,Central women,Self-rated health - fair,2021,9.6,Other
adults,South Island women,Self-rated health - fair,2021,10.5,Other
adults,Total Non-disabled,Self-rated health - fair,2021,8.2,Other
adults,Total Disabled,Self-rated health - fair,2021,27.3,Other
adults,Non-disabled men,Self-rated health - fair,2021,8.5,Other
adults,Disabled men,Self-rated health - fair,2021,24.5,Other
adults,Non-disabled women,Self-rated health - fair,2021,7.9,Other
adults,Disabled women,Self-rated health - fair,2021,29.7,Other
adults,Total,Self-rated health - poor,2021,2.1,Other
adults,Men,Self-rated health - poor,2021,1.9,Other
adults,Women,Self-rated health - poor,2021,2.3,Other
adults,"15-24",Self-rated health - poor,2021,1.3,Other
adults,"25-34",Self-rated health - poor,2021,1.7,Other
adults,"35-44",Self-rated health - poor,2021,1.8,Other
adults,"45-54",Self-rated health - poor,2021,1.9,Other
adults,"55-64",Self-rated health - poor,2021,4.3,Other
adults,"65-74",Self-rated health - poor,2021,1.6,Other
adults,"75+",Self-rated health - poor,2021,2.1,Other
adults,Total Māori,Self-rated health - poor,2021,4.4,Other
adults,Total Pacific,Self-rated health - poor,2021,3.9,Other
adults,Total Asian,Self-rated health - poor,2021,1.1,Other
adults,Total European/Other,Self-rated health - poor,2021,1.9,Other
adults,Total Northern,Self-rated health - poor,2021,2.1,Other
adults,Total Midland,Self-rated health - poor,2021,2.2,Other
adults,Total Central,Self-rated health - poor,2021,1.9,Other
adults,Total South Island,Self-rated health - poor,2021,2.2,Other
adults,Māori men,Self-rated health - poor,2021,4.2,Other
adults,Māori women,Self-rated health - poor,2021,4.5,Other
adults,Pacific men,Self-rated health - poor,2021,3.4,Other
adults,Pacific women,Self-rated health - poor,2021,4.2,Other
adults,Asian men,Self-rated health - poor,2021,0.8,Other
adults,Asian women,Self-rated health - poor,2021,1.4,Other
adults,European/Other men,Self-rated health - poor,2021,1.7,Other
adults,European/Other women,Self-rated health - poor,2021,2.1,Other
adults,Northern men,Self-rated health - poor,2021,1.4,Other
adults,Midland men,Self-rated health - poor,2021,2.0,Other
adults,Central men,Self-rated health - poor,2021,2.3,Other
adults,South Island men,Self-rated health - poor,2021,2.0,Other
adults,Northern women,Self-rated health - poor,2021,2.7,Other
adults,Midland women,Self-rated health - poor,2021,2.4,Other
adults,Central women,Self-rated health - poor,2021,1.5,Other
adults,South Island women,Self-rated health - poor,2021,2.4,Other
adults,Total Non-disabled,Self-rated health - poor,2021,1.2,Other
adults,Total Disabled,Self-rated health - poor,2021,10.7,Other
adults,Non-disabled men,Self-rated health - poor,2021,1.0,Other
adults,Disabled men,Self-rated health - poor,2021,11.2,Other
adults,Non-disabled women,Self-rated health - poor,2021,1.4,Other
adults,Disabled women,Self-rated health - poor,2021,10.4,Other
adults,Total,Family wellbeing - high or very high,2021,82.9,Other
adults,Men,Family wellbeing - high or very high,2021,83.9,Other
adults,Women,Family wellbeing - high or very high,2021,81.9,Other
adults,"15-24",Family wellbeing - high or very high,2021,83.3,Other
adults,"25-34",Family wellbeing - high or very high,2021,80.4,Other
adults,"35-44",Family wellbeing - high or very high,2021,86.0,Other
adults,"45-54",Family wellbeing - high or very high,2021,81.8,Other
adults,"55-64",Family wellbeing - high or very high,2021,80.8,Other
adults,"65-74",Family wellbeing - high or very high,2021,81.8,Other
adults,"75+",Family wellbeing - high or very high,2021,88.9,Other
adults,Total Māori,Family wellbeing - high or very high,2021,79.1,Other
adults,Total Pacific,Family wellbeing - high or very high,2021,85.8,Other
adults,Total Asian,Family wellbeing - high or very high,2021,86.6,Other
adults,Total European/Other,Family wellbeing - high or very high,2021,82.1,Other
adults,Total Northern,Family wellbeing - high or very high,2021,84.3,Other
adults,Total Midland,Family wellbeing - high or very high,2021,81.9,Other
adults,Total Central,Family wellbeing - high or very high,2021,83.1,Other
adults,Total South Island,Family wellbeing - high or very high,2021,81.5,Other
adults,Māori men,Family wellbeing - high or very high,2021,81.7,Other
adults,Māori women,Family wellbeing - high or very high,2021,76.7,Other
adults,Pacific men,Family wellbeing - high or very high,2021,92.4,Other
adults,Pacific women,Family wellbeing - high or very high,2021,80.1,Other
adults,Asian men,Family wellbeing - high or very high,2021,87.9,Other
adults,Asian women,Family wellbeing - high or very high,2021,85.2,Other
adults,European/Other men,Family wellbeing - high or very high,2021,82.4,Other
adults,European/Other women,Family wellbeing - high or very high,2021,81.9,Other
adults,Northern men,Family wellbeing - high or very high,2021,85.6,Other
adults,Midland men,Family wellbeing - high or very high,2021,80.6,Other
adults,Central men,Family wellbeing - high or very high,2021,84.2,Other
adults,South Island men,Family wellbeing - high or very high,2021,83.9,Other
adults,Northern women,Family wellbeing - high or very high,2021,83.2,Other
adults,Midland women,Family wellbeing - high or very high,2021,83.0,Other
adults,Central women,Family wellbeing - high or very high,2021,81.9,Other
adults,South Island women,Family wellbeing - high or very high,2021,78.8,Other
adults,Total Non-disabled,Family wellbeing - high or very high,2021,84.1,Other
adults,Total Disabled,Family wellbeing - high or very high,2021,70.4,Other
adults,Non-disabled men,Family wellbeing - high or very high,2021,84.6,Other
adults,Disabled men,Family wellbeing - high or very high,2021,76.2,Other
adults,Non-disabled women,Family wellbeing - high or very high,2021,83.6,Other
adults,Disabled women,Family wellbeing - high or very high,2021,65.5,Other
adults,Total,Family wellbeing - very high,2021,32.8,Other
adults,Men,Family wellbeing - very high,2021,33.1,Other
adults,Women,Family wellbeing - very high,2021,32.4,Other
adults,"15-24",Family wellbeing - very high,2021,34.8,Other
adults,"25-34",Family wellbeing - very high,2021,30.9,Other
adults,"35-44",Family wellbeing - very high,2021,34.4,Other
adults,"45-54",Family wellbeing - very high,2021,29.9,Other
adults,"55-64",Family wellbeing - very high,2021,26.5,Other
adults,"65-74",Family wellbeing - very high,2021,35.6,Other
adults,"75+",Family wellbeing - very high,2021,42.7,Other
adults,Total Māori,Family wellbeing - very high,2021,30.7,Other
adults,Total Pacific,Family wellbeing - very high,2021,44.6,Other
adults,Total Asian,Family wellbeing - very high,2021,41.8,Other
adults,Total European/Other,Family wellbeing - very high,2021,29.7,Other
adults,Total Northern,Family wellbeing - very high,2021,35.8,Other
adults,Total Midland,Family wellbeing - very high,2021,30.6,Other
adults,Total Central,Family wellbeing - very high,2021,29.2,Other
adults,Total South Island,Family wellbeing - very high,2021,33.5,Other
adults,Māori men,Family wellbeing - very high,2021,30.9,Other
adults,Māori women,Family wellbeing - very high,2021,30.4,Other
adults,Pacific men,Family wellbeing - very high,2021,47.1,Other
adults,Pacific women,Family wellbeing - very high,2021,42.4,Other
adults,Asian men,Family wellbeing - very high,2021,44.9,Other
adults,Asian women,Family wellbeing - very high,2021,38.5,Other
adults,European/Other men,Family wellbeing - very high,2021,29.0,Other
adults,European/Other women,Family wellbeing - very high,2021,30.3,Other
adults,Northern men,Family wellbeing - very high,2021,37.4,Other
adults,Midland men,Family wellbeing - very high,2021,30.5,Other
adults,Central men,Family wellbeing - very high,2021,28.1,Other
adults,South Island men,Family wellbeing - very high,2021,34.3,Other
adults,Northern women,Family wellbeing - very high,2021,34.5,Other
adults,Midland women,Family wellbeing - very high,2021,30.6,Other
adults,Central women,Family wellbeing - very high,2021,30.4,Other
adults,South Island women,Family wellbeing - very high,2021,32.6,Other
adults,Total Non-disabled,Family wellbeing - very high,2021,33.6,Other
adults,Total Disabled,Family wellbeing - very high,2021,23.8,Other
adults,Non-disabled men,Family wellbeing - very high,2021,34.1,Other
adults,Disabled men,Family wellbeing - very high,2021,20.1,Other
adults,Non-disabled women,Family wellbeing - very high,2021,33.0,Other
adults,Disabled women,Family wellbeing - very high,2021,26.9,Other
