"population","indicator","year","comparison","rate_ratio","low_ci","high_ci","adjusted_factors"
children,Child bothers them - usually or always,2024,Māori girls vs non-Māori girls,1.89,1.04,3.46,Age
children,Child bothers them - usually or always,2024,Pacific vs non-Pacific,1.17,0.72,1.93,"Age, gender"
children,Child bothers them - usually or always,2024,Pacific boys vs non-Pacific boys,1.08,0.49,2.4,Age
children,Child bothers them - usually or always,2024,Pacific girls vs non-Pacific girls,1.28,0.66,2.5,Age
children,Child bothers them - usually or always,2024,Asian vs non-Asian,0.43,0.22,0.85,"Age, gender"
children,Child bothers them - usually or always,2024,Asian boys vs non-Asian boys,0.48,0.19,1.25,Age
children,Child bothers them - usually or always,2024,Asian girls vs non-Asian girls,0.38,0.12,1.22,Age
children,Child bothers them - usually or always,2024,Most deprived vs least deprived,3.41,1.4,8.3,"Age, gender, ethnic group"
children,Child bothers them - usually or always,2024,Most deprived vs least deprived - boys,2.98,0.86,10.26,"Age, ethnic group"
children,Child bothers them - usually or always,2024,Most deprived vs least deprived - girls,4.0,1.2,13.36,"Age, ethnic group"
children,Child bothers them - usually or always,2024,Disabled children vs non-disabled children (5-14),7.0,4.26,11.5,"Age, gender"
children,Child angers them - never,2024,Boys vs girls,0.97,0.82,1.15,Age
children,Child angers them - never,2024,Māori vs non-Māori,0.81,0.67,0.98,"Age, gender"
children,Child angers them - never,2024,Māori boys vs non-Māori boys,0.77,0.59,1.01,Age
children,Child angers them - never,2024,Māori girls vs non-Māori girls,0.85,0.67,1.07,Age
children,Child angers them - never,2024,Pacific vs non-Pacific,1.08,0.89,1.32,"Age, gender"
children,Child angers them - never,2024,Pacific boys vs non-Pacific boys,1.2,0.94,1.54,Age
children,Child angers them - never,2024,Pacific girls vs non-Pacific girls,0.97,0.71,1.33,Age
children,Child angers them - never,2024,Asian vs non-Asian,1.08,0.91,1.27,"Age, gender"
children,Child angers them - never,2024,Asian boys vs non-Asian boys,0.9,0.71,1.15,Age
children,Child angers them - never,2024,Asian girls vs non-Asian girls,1.25,0.96,1.64,Age
children,Child angers them - never,2024,Most deprived vs least deprived,1.09,0.78,1.52,"Age, gender, ethnic group"
children,Child angers them - never,2024,Most deprived vs least deprived - boys,0.95,0.58,1.54,"Age, ethnic group"
children,Child angers them - never,2024,Most deprived vs least deprived - girls,1.27,0.8,2.01,"Age, ethnic group"
children,Child angers them - never,2024,Disabled children vs non-disabled children (5-14),0.57,0.38,0.87,"Age, gender"
children,Child angers them - sometimes or rarely,2024,Boys vs girls,1.0,0.93,1.07,Age
children,Child angers them - sometimes or rarely,2024,Māori vs non-Māori,1.07,0.99,1.15,"Age, gender"
children,Child angers them - sometimes or rarely,2024,Māori boys vs non-Māori boys,1.1,1.0,1.21,Age
children,Child angers them - sometimes or rarely,2024,Māori girls vs non-Māori girls,1.04,0.94,1.15,Age
children,Child angers them - sometimes or rarely,2024,Pacific vs non-Pacific,0.96,0.87,1.05,"Age, gender"
children,Child angers them - sometimes or rarely,2024,Pacific boys vs non-Pacific boys,0.9,0.79,1.03,Age
children,Child angers them - sometimes or rarely,2024,Pacific girls vs non-Pacific girls,1.01,0.89,1.15,Age
children,Child angers them - sometimes or rarely,2024,Asian vs non-Asian,0.97,0.9,1.05,"Age, gender"
children,Child angers them - sometimes or rarely,2024,Asian boys vs non-Asian boys,1.05,0.95,1.15,Age
children,Child angers them - sometimes or rarely,2024,Asian girls vs non-Asian girls,0.9,0.78,1.04,Age
children,Child angers them - sometimes or rarely,2024,Most deprived vs least deprived,0.93,0.81,1.07,"Age, gender, ethnic group"
children,Child angers them - sometimes or rarely,2024,Most deprived vs least deprived - boys,0.98,0.8,1.19,"Age, ethnic group"
children,Child angers them - sometimes or rarely,2024,Most deprived vs least deprived - girls,0.88,0.72,1.08,"Age, ethnic group"
children,Child angers them - sometimes or rarely,2024,Disabled children vs non-disabled children (5-14),1.03,0.92,1.14,"Age, gender"
children,Child angers them - usually or always,2024,Boys vs girls,1.46,0.83,2.55,Age
children,Child angers them - usually or always,2024,Māori vs non-Māori,1.54,0.84,2.83,"Age, gender"
children,Child angers them - usually or always,2024,Māori boys vs non-Māori boys,1.09,0.5,2.4,Age
children,Child angers them - usually or always,2024,Māori girls vs non-Māori girls,2.49,0.94,6.56,Age
children,Child angers them - usually or always,2024,Pacific vs non-Pacific,1.33,0.62,2.83,"Age, gender"
children,Child angers them - usually or always,2024,Pacific boys vs non-Pacific boys,1.51,0.53,4.34,Age
children,Child angers them - usually or always,2024,Pacific girls vs non-Pacific girls,1.12,0.27,4.64,Age
children,Child angers them - usually or always,2024,Asian vs non-Asian,0.95,0.48,1.87,"Age, gender"
children,Child angers them - usually or always,2024,Asian boys vs non-Asian boys,0.92,0.4,2.11,Age
children,Child angers them - usually or always,2024,Asian girls vs non-Asian girls,1.0,0.25,3.89,Age
children,Child angers them - usually or always,2024,Most deprived vs least deprived,2.91,0.84,10.09,"Age, gender, ethnic group"
children,Child angers them - usually or always,2024,Most deprived vs least deprived - boys,3.13,0.6,16.31,"Age, ethnic group"
children,Child angers them - usually or always,2024,Disabled children vs non-disabled children (5-14),5.35,2.78,10.32,"Age, gender"
children,Child hard to care for - never,2024,Boys vs girls,0.95,0.86,1.04,Age
children,Child hard to care for - never,2024,Māori vs non-Māori,0.99,0.9,1.08,"Age, gender"
children,Child hard to care for - never,2024,Māori boys vs non-Māori boys,1.01,0.88,1.15,Age
children,Child hard to care for - never,2024,Māori girls vs non-Māori girls,0.97,0.86,1.08,Age
children,Child hard to care for - never,2024,Pacific vs non-Pacific,1.03,0.93,1.15,"Age, gender"
children,Child hard to care for - never,2024,Pacific boys vs non-Pacific boys,1.07,0.89,1.29,Age
children,Child hard to care for - never,2024,Pacific girls vs non-Pacific girls,1.0,0.87,1.14,Age
children,Child hard to care for - never,2024,Asian vs non-Asian,1.06,0.96,1.17,"Age, gender"
children,Child hard to care for - never,2024,Asian boys vs non-Asian boys,1.0,0.86,1.17,Age
children,Child hard to care for - never,2024,Asian girls vs non-Asian girls,1.11,0.98,1.26,Age
children,Child hard to care for - never,2024,Most deprived vs least deprived,0.88,0.76,1.03,"Age, gender, ethnic group"
children,Child hard to care for - never,2024,Most deprived vs least deprived - boys,0.79,0.63,1.0,"Age, ethnic group"
children,Child hard to care for - never,2024,Most deprived vs least deprived - girls,0.98,0.77,1.25,"Age, ethnic group"
children,Child hard to care for - never,2024,Disabled children vs non-disabled children (5-14),0.37,0.28,0.49,"Age, gender"
children,Child hard to care for - sometimes or rarely,2024,Boys vs girls,1.04,0.89,1.2,Age
children,Child hard to care for - sometimes or rarely,2024,Māori vs non-Māori,0.99,0.86,1.13,"Age, gender"
children,Child hard to care for - sometimes or rarely,2024,Māori boys vs non-Māori boys,1.0,0.81,1.23,Age
children,Child hard to care for - sometimes or rarely,2024,Māori girls vs non-Māori girls,0.98,0.81,1.17,Age
children,Child hard to care for - sometimes or rarely,2024,Pacific vs non-Pacific,0.93,0.78,1.11,"Age, gender"
children,Child hard to care for - sometimes or rarely,2024,Pacific boys vs non-Pacific boys,0.87,0.66,1.16,Age
children,Child hard to care for - sometimes or rarely,2024,Pacific girls vs non-Pacific girls,0.99,0.78,1.24,Age
children,Child hard to care for - sometimes or rarely,2024,Asian vs non-Asian,1.02,0.86,1.19,"Age, gender"
children,Child hard to care for - sometimes or rarely,2024,Asian boys vs non-Asian boys,1.12,0.9,1.4,Age
children,Child hard to care for - sometimes or rarely,2024,Asian girls vs non-Asian girls,0.91,0.75,1.12,Age
children,Child hard to care for - sometimes or rarely,2024,Most deprived vs least deprived,1.09,0.85,1.4,"Age, gender, ethnic group"
children,Child hard to care for - sometimes or rarely,2024,Most deprived vs least deprived - boys,1.06,0.74,1.51,"Age, ethnic group"
children,Child hard to care for - sometimes or rarely,2024,Most deprived vs least deprived - girls,1.12,0.77,1.64,"Age, ethnic group"
children,Child hard to care for - sometimes or rarely,2024,Disabled children vs non-disabled children (5-14),1.31,1.06,1.61,"Age, gender"
children,Child hard to care for - usually or always,2024,Boys vs girls,1.34,0.88,2.06,Age
children,Child hard to care for - usually or always,2024,Māori vs non-Māori,1.21,0.85,1.72,"Age, gender"
children,Child hard to care for - usually or always,2024,Māori boys vs non-Māori boys,0.95,0.58,1.56,Age
children,Child hard to care for - usually or always,2024,Māori girls vs non-Māori girls,1.64,0.98,2.74,Age
children,Child hard to care for - usually or always,2024,Pacific vs non-Pacific,1.12,0.71,1.77,"Age, gender"
children,Child hard to care for - usually or always,2024,Pacific boys vs non-Pacific boys,1.14,0.59,2.19,Age
children,Child hard to care for - usually or always,2024,Pacific girls vs non-Pacific girls,1.11,0.55,2.23,Age
children,Child hard to care for - usually or always,2024,Asian vs non-Asian,0.43,0.22,0.81,"Age, gender"
children,Child hard to care for - usually or always,2024,Asian boys vs non-Asian boys,0.41,0.2,0.83,Age
children,Child hard to care for - usually or always,2024,Asian girls vs non-Asian girls,0.45,0.11,1.82,Age
children,Child hard to care for - usually or always,2024,Most deprived vs least deprived,1.94,0.93,4.03,"Age, gender, ethnic group"
children,Child hard to care for - usually or always,2024,Most deprived vs least deprived - boys,5.05,2.18,11.71,"Age, ethnic group"
children,Child hard to care for - usually or always,2024,Most deprived vs least deprived - girls,0.53,0.16,1.76,"Age, ethnic group"
children,Child hard to care for - usually or always,2024,Disabled children vs non-disabled children (5-14),10.98,6.85,17.61,"Age, gender"
children,Second-hand smoke inside car or van,2024,Boys vs girls,1.19,0.51,2.8,Age
children,Second-hand smoke inside car or van,2024,Māori vs non-Māori,2.38,1.1,5.15,"Age, gender"
children,Second-hand smoke inside car or van,2024,Māori boys vs non-Māori boys,2.88,0.97,8.53,Age
children,Second-hand smoke inside car or van,2024,Māori girls vs non-Māori girls,1.87,0.54,6.42,Age
children,Second-hand smoke inside car or van,2024,Pacific vs non-Pacific,0.77,0.21,2.86,"Age, gender"
children,Second-hand smoke inside car or van,2024,Asian vs non-Asian,0.72,0.15,3.4,"Age, gender"
children,Second-hand smoke inside car or van,2024,Most deprived vs least deprived,13.68,2.59,72.32,"Age, gender, ethnic group"
children,Second-hand smoke inside car or van,2024,Disabled children vs non-disabled children (5-14),1.93,0.56,6.73,"Age, gender"
children,Second-hand smoke inside home,2024,Boys vs girls,1.09,0.53,2.26,Age
children,Second-hand smoke inside home,2024,Māori vs non-Māori,2.15,1.13,4.11,"Age, gender"
children,Second-hand smoke inside home,2024,Māori boys vs non-Māori boys,1.17,0.5,2.7,Age
children,Second-hand smoke inside home,2024,Māori girls vs non-Māori girls,4.17,1.45,12.04,Age
children,Second-hand smoke inside home,2024,Pacific vs non-Pacific,1.71,0.76,3.82,"Age, gender"
children,Second-hand smoke inside home,2024,Pacific boys vs non-Pacific boys,2.32,0.71,7.56,Age
children,Second-hand smoke inside home,2024,Pacific girls vs non-Pacific girls,1.11,0.3,4.08,Age
children,Second-hand smoke inside home,2024,Asian vs non-Asian,1.1,0.35,3.45,"Age, gender"
children,Second-hand smoke inside home,2024,Asian girls vs non-Asian girls,1.21,0.32,4.59,Age
children,Second-hand smoke inside home,2024,Most deprived vs least deprived - girls,6.27,1.36,28.96,"Age, ethnic group"
children,Second-hand smoke inside home,2024,Disabled children vs non-disabled children (5-14),1.33,0.56,3.16,"Age, gender"
children,Fast food 1+ times a week,2024,Boys vs girls,1.03,0.94,1.13,Age
children,Fast food 1+ times a week,2024,Māori vs non-Māori,1.23,1.12,1.36,"Age, gender"
children,Fast food 1+ times a week,2024,Māori boys vs non-Māori boys,1.2,1.04,1.4,Age
children,Fast food 1+ times a week,2024,Māori girls vs non-Māori girls,1.27,1.1,1.46,Age
children,Fast food 1+ times a week,2024,Pacific vs non-Pacific,1.33,1.21,1.47,"Age, gender"
children,Fast food 1+ times a week,2024,Pacific boys vs non-Pacific boys,1.39,1.22,1.58,Age
children,Fast food 1+ times a week,2024,Pacific girls vs non-Pacific girls,1.29,1.12,1.48,Age
children,Fast food 1+ times a week,2024,Asian vs non-Asian,1.05,0.93,1.19,"Age, gender"
children,Fast food 1+ times a week,2024,Asian boys vs non-Asian boys,1.09,0.92,1.28,Age
children,Fast food 1+ times a week,2024,Asian girls vs non-Asian girls,1.03,0.87,1.23,Age
children,Fast food 1+ times a week,2024,Most deprived vs least deprived,1.05,0.87,1.29,"Age, gender, ethnic group"
children,Fast food 1+ times a week,2024,Most deprived vs least deprived - boys,1.03,0.78,1.37,"Age, ethnic group"
children,Fast food 1+ times a week,2024,Most deprived vs least deprived - girls,1.06,0.81,1.39,"Age, ethnic group"
children,Fast food 1+ times a week,2024,Disabled children vs non-disabled children (5-14),0.9,0.74,1.1,"Age, gender"
children,Fast food 3+ times a week,2024,Boys vs girls,0.98,0.62,1.56,Age
children,Fast food 3+ times a week,2024,Māori vs non-Māori,1.95,1.26,3.0,"Age, gender"
children,Fast food 3+ times a week,2024,Māori boys vs non-Māori boys,2.08,1.16,3.76,Age
children,Fast food 3+ times a week,2024,Māori girls vs non-Māori girls,1.82,0.94,3.52,Age
children,Fast food 3+ times a week,2024,Pacific vs non-Pacific,2.35,1.58,3.49,"Age, gender"
children,Fast food 3+ times a week,2024,Pacific boys vs non-Pacific boys,2.69,1.55,4.66,Age
children,Fast food 3+ times a week,2024,Pacific girls vs non-Pacific girls,2.09,1.16,3.76,Age
children,Fast food 3+ times a week,2024,Asian vs non-Asian,1.21,0.79,1.85,"Age, gender"
children,Fast food 3+ times a week,2024,Asian boys vs non-Asian boys,1.64,0.91,2.97,Age
children,Fast food 3+ times a week,2024,Asian girls vs non-Asian girls,0.82,0.45,1.5,Age
children,Fast food 3+ times a week,2024,Most deprived vs least deprived,2.33,1.08,5.04,"Age, gender, ethnic group"
children,Fast food 3+ times a week,2024,Most deprived vs least deprived - boys,2.55,0.83,7.84,"Age, ethnic group"
children,Fast food 3+ times a week,2024,Most deprived vs least deprived - girls,2.25,0.8,6.3,"Age, ethnic group"
children,Fast food 3+ times a week,2024,Disabled children vs non-disabled children (5-14),1.18,0.63,2.23,"Age, gender"
children,Fizzy drink 1+ times a week,2024,Boys vs girls,1.17,1.0,1.37,Age
children,Fizzy drink 1+ times a week,2024,Māori vs non-Māori,1.34,1.15,1.56,"Age, gender"
children,Fizzy drink 1+ times a week,2024,Māori boys vs non-Māori boys,1.35,1.1,1.66,Age
children,Fizzy drink 1+ times a week,2024,Māori girls vs non-Māori girls,1.32,1.06,1.64,Age
children,Fizzy drink 1+ times a week,2024,Pacific vs non-Pacific,1.74,1.53,1.97,"Age, gender"
children,Fizzy drink 1+ times a week,2024,Pacific boys vs non-Pacific boys,1.61,1.32,1.95,Age
children,Fizzy drink 1+ times a week,2024,Pacific girls vs non-Pacific girls,1.87,1.53,2.3,Age
children,Fizzy drink 1+ times a week,2024,Asian vs non-Asian,0.83,0.69,1.01,"Age, gender"
children,Fizzy drink 1+ times a week,2024,Asian boys vs non-Asian boys,0.83,0.66,1.06,Age
children,Fizzy drink 1+ times a week,2024,Asian girls vs non-Asian girls,0.84,0.66,1.08,Age
children,Fizzy drink 1+ times a week,2024,Most deprived vs least deprived,1.12,0.88,1.44,"Age, gender, ethnic group"
children,Fizzy drink 1+ times a week,2024,Most deprived vs least deprived - boys,1.07,0.79,1.45,"Age, ethnic group"
children,Fizzy drink 1+ times a week,2024,Most deprived vs least deprived - girls,1.2,0.83,1.73,"Age, ethnic group"
children,Fizzy drink 1+ times a week,2024,Disabled children vs non-disabled children (5-14),1.11,0.89,1.38,"Age, gender"
children,Fizzy drink 3+ times a week,2024,Boys vs girls,1.18,0.92,1.52,Age
children,Fizzy drink 3+ times a week,2024,Māori vs non-Māori,2.06,1.54,2.75,"Age, gender"
